"Path","From","To","Action"
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoEfcBalloon.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoEffect.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoItem.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoItemType.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoItemWeapon.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapBase.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapEvent.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapObject.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapObjectData.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapParts.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMapShadow.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMotion.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoMotionType.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoSkill.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoSystem.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\LibInfoTalkEvent.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcACCOUNT.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcADMIN.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcBATTLE.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcCHAR.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcCONNECT.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcEFFECT.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcITEM.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcMAP.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcMSGCMD.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MainFrameRecvProcVERSION.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\MgrData.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\mt.dep","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\mt19937int.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\ParamUtil.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\RouteSearch.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoAccount.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoBase.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoChar.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoDisable.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoEfcBalloon.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoEffect.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoItem.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoItemType.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoItemWeapon.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMap.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMapObject.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMapParts.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMapShadow.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMotion.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoMotionType.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoSkill.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoSystem.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SaveLoadInfoTalkEvent.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SBOGlobal.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.Build.CppClean.log","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.exe.recipe","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.lastbuildstate","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.log","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.tlog\CL.command.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.tlog\CL.read.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.tlog\CL.write.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\SboSvr.tlog\SboSvr.lastbuildstate","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\StdAfx.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\TextInput.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\TextOutput.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\Release\UpdateServerInfo.cod","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\resource.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\SboSvr.rc","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\SboSvr.vcxproj","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\SboSvr.vcxproj.filters","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\SboSvr.vcxproj.user","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharATACKANIMESvr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharATACKANIMESvr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharBATTLE1Svr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharBATTLE1Svr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharBATTLE2Svr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharBATTLE2Svr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharMOVEATACKSvr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharMOVEATACKSvr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharPUTNPC.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoChar\InfoCharPUTNPC.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoCharSvr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\Info\InfoCharSvr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\LibInfo\LibInfoCharSvr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\LibInfo\LibInfoCharSvr.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\LibInfo\LibInfoCharSvrMapEvent.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\LibInfo\LibInfoCharSvrSkill.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrame.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrame.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcACCOUNT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcADMIN.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcBATTLE.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcCHAR.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcCONNECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcEFFECT.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcITEM.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcMAP.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcMSGCMD.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MainFrame\MainFrameRecvProcVERSION.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MgrData.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\MgrData.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoad.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoAccount.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoAccount.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoBase.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoBase.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoChar.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoChar.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoDisable.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoDisable.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoEfcBalloon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoEfcBalloon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoEffect.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoEffect.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItemType.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItemType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItemWeapon.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoItemWeapon.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMap.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMap.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapObject.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapObject.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapParts.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapParts.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapShadow.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMapShadow.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMotion.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMotion.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMotionType.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoMotionType.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoSkill.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoSkill.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoSystem.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoSystem.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoTalkEvent.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SaveLoad\SaveLoadInfoTalkEvent.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SboSvr_priv.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\SboSvr.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\UpdateServerInfo.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\src\UpdateServerInfo.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\StdAfx.cpp","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\SboSvr\StdAfx.h","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Debug\MakeFileList.Build.CppClean.log","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Debug\MakeFileList.exe.recipe","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Debug\MakeFileList.lastbuildstate","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Debug\MakeFileList.vcxproj.FileListAbsolute.txt","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\MakeFileList.rc","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\MakeFileList.vcxproj","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\MakeFileList.vcxproj.filters","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\BuildLog.htm","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\cl.command.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\CL.read.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\CL.write.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\link.command.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\link.read.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\link.write.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.Build.CppClean.log","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.exe.intermediate.manifest","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.exe.recipe","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.lastbuildstate","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.log","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\CL.command.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\CL.read.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\CL.write.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
"C:\Users\haruurara\MyProject\SBOP2\Tool\MakeFileList\Release\MakeFileList.tlog\link.command.1.tlog","error","utf-8","error: The property 'Count' cannot be found on this object. Verify that the property exists."
